CustomerID,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Contract,Monthly Charges,Churn_Probability,Churn_Risk_Band
4837-QUSFT,Female,No,Yes,No,65,One year,100.15,0.0888,Low
0384-LPITE,Male,No,No,No,40,One year,62.05,0.0888,Low
3696-XRIEN,Female,No,No,No,50,One year,82.5,0.0885,Low
3214-IYUUQ,Female,No,Yes,No,61,One year,93.7,0.0883,Low
7203-OYKCT,Male,No,No,No,72,One year,104.95,0.0882,Low
1140-UKVZG,Female,No,No,No,17,Month-to-month,24.8,0.0882,Low
9974-JFBHQ,Male,No,No,Yes,64,Month-to-month,99.15,0.0882,Low
2511-MORQY,Male,No,Yes,No,50,One year,54.9,0.0879,Low
1385-TQOZW,Female,No,No,No,9,Month-to-month,20.45,0.0878,Low
1357-MVDOZ,Male,No,Yes,Yes,11,Month-to-month,59.65,0.0878,Low
7123-WQUHX,Male,No,No,No,38,One year,95.0,0.0877,Low
2882-DDZPG,Female,No,No,No,12,Month-to-month,19.45,0.0877,Low
5176-LDKUH,Female,No,No,No,48,One year,75.15,0.0876,Low
7909-FIOIY,Female,No,Yes,Yes,19,Month-to-month,24.85,0.0875,Low
7251-XFOIL,Female,No,No,No,61,Month-to-month,89.2,0.0875,Low
4429-WYGFR,Male,No,No,No,26,Month-to-month,49.15,0.0875,Low
3733-ZEECP,Male,No,Yes,Yes,22,Month-to-month,51.1,0.0874,Low
0868-VJRDR,Male,No,Yes,No,64,Two year,104.05,0.0874,Low
3675-EQOZA,Male,No,No,No,5,Month-to-month,20.65,0.0873,Low
1222-LRYKO,Male,No,No,Yes,6,Month-to-month,26.35,0.0873,Low
9308-ANMVE,Male,No,No,Yes,47,Month-to-month,55.3,0.0873,Low
6164-HXUGH,Female,No,Yes,Yes,6,Month-to-month,19.85,0.0873,Low
9481-IEBZY,Male,Yes,Yes,No,72,Month-to-month,112.9,0.0872,Low
9786-IJYDL,Female,No,No,No,35,Two year,113.2,0.0871,Low
9289-LBQVU,Male,No,Yes,No,64,One year,70.15,0.087,Low
2040-OBMLJ,Male,No,No,No,31,One year,81.7,0.0869,Low
0696-UKTOX,Male,No,No,Yes,23,Month-to-month,54.15,0.0869,Low
6067-NGCEU,Female,No,No,No,65,Month-to-month,111.05,0.0868,Low
5384-ZTTWP,Female,No,Yes,Yes,15,Month-to-month,19.8,0.0868,Low
2809-ILCYT,Female,No,Yes,No,25,One year,26.8,0.0868,Low
3640-JQGJG,Male,No,Yes,Yes,13,Month-to-month,44.8,0.0867,Low
7619-PLRLP,Female,No,Yes,No,53,One year,74.1,0.0867,Low
0380-ZCSBI,Male,No,No,No,10,Month-to-month,20.0,0.0867,Low
9762-YAQAA,Male,No,No,No,39,One year,81.4,0.0865,Low
3750-RNQKR,Female,No,No,No,12,Month-to-month,19.45,0.0865,Low
8879-ZKJOF,Female,No,No,No,41,One year,79.85,0.0864,Low
8313-AFGBW,Male,No,Yes,No,47,Two year,73.6,0.0864,Low
6250-CGGUN,Male,No,No,No,54,One year,84.4,0.0862,Low
8469-SNFFH,Male,No,Yes,No,70,One year,79.4,0.0862,Low
8123-QBNAZ,Female,No,Yes,Yes,36,Month-to-month,104.5,0.0861,Low
0549-CYCQN,Male,Yes,No,No,51,One year,79.6,0.086,Low
0997-YTLNY,Female,No,No,Yes,19,Month-to-month,48.8,0.0858,Low
0027-KWYKW,Female,No,Yes,Yes,23,Month-to-month,83.75,0.0858,Low
3061-BCKYI,Male,No,No,No,14,Month-to-month,19.9,0.0855,Low
9359-UGBTK,Female,No,No,No,67,One year,72.35,0.0854,Low
8707-RMEZH,Female,Yes,Yes,No,69,One year,87.3,0.0854,Low
5160-UXJED,Male,No,No,No,17,One year,44.6,0.0852,Low
5396-IZEPB,Male,No,No,No,9,Month-to-month,19.7,0.0851,Low
8747-UDCOI,Female,No,Yes,No,65,Two year,19.35,0.0851,Low
3635-JBPSG,Female,No,No,No,15,Two year,38.8,0.0851,Low
6473-ULUHT,Male,No,Yes,Yes,16,Month-to-month,84.9,0.085,Low
0820-FNRNX,Male,No,Yes,Yes,17,Month-to-month,66.7,0.0849,Low
7727-SHVZV,Female,No,No,No,9,Month-to-month,19.5,0.0847,Low
2348-KCJLT,Female,No,Yes,No,44,One year,61.5,0.0847,Low
3397-AVTKU,Male,No,No,No,43,Two year,60.0,0.0846,Low
0089-IIQKO,Female,No,Yes,Yes,39,Month-to-month,99.95,0.0844,Low
7219-TLZHO,Female,No,Yes,Yes,4,Month-to-month,20.85,0.0844,Low
5872-OEQNH,Female,No,No,No,60,One year,44.45,0.0843,Low
0750-EBAIU,Male,No,No,No,52,One year,91.25,0.0842,Low
4104-PVRPS,Male,No,Yes,No,24,Month-to-month,53.6,0.0841,Low
6147-CBCRA,Female,No,Yes,No,33,Month-to-month,20.05,0.0839,Low
0074-HDKDG,Male,No,Yes,No,25,One year,61.6,0.0836,Low
2150-WLKUW,Female,No,Yes,No,40,One year,63.9,0.0835,Low
7049-GKVZY,Female,No,No,No,17,One year,79.85,0.0834,Low
8100-HZZLJ,Female,No,No,Yes,43,Month-to-month,63.95,0.0833,Low
7951-VRDVK,Female,No,No,No,36,One year,85.85,0.0833,Low
6648-INWPS,Male,No,Yes,Yes,16,Month-to-month,20.15,0.0832,Low
4742-DRORA,Male,No,Yes,No,60,One year,95.4,0.0831,Low
3594-IVHJZ,Female,No,No,No,2,Month-to-month,20.45,0.0831,Low
9770-LXDBK,Female,No,No,No,3,Month-to-month,20.4,0.0831,Low
4770-QAZXN,Female,No,No,No,13,Month-to-month,19.45,0.0831,Low
8884-MRNSU,Male,No,Yes,No,17,One year,19.9,0.0829,Low
7102-JJVTX,Female,No,Yes,No,9,One year,48.6,0.0828,Low
0840-DCNZE,Male,No,No,No,47,One year,86.95,0.0828,Low
5671-RQRLP,Female,Yes,Yes,No,70,Two year,75.65,0.0824,Low
7361-YPXFS,Female,Yes,No,No,28,Month-to-month,64.45,0.0823,Low
7753-USQYQ,Male,No,No,No,55,One year,64.2,0.0821,Low
3407-QGWLG,Male,No,No,Yes,3,Month-to-month,20.05,0.0821,Low
2450-ZKEED,Female,No,No,No,11,One year,53.8,0.0821,Low
7669-LCRSD,Male,No,Yes,Yes,12,Month-to-month,56.3,0.082,Low
1465-WCZVT,Female,No,Yes,Yes,3,Month-to-month,19.65,0.082,Low
0080-EMYVY,Female,No,No,No,14,One year,51.45,0.0818,Low
2928-HLDBA,Female,No,No,No,6,Month-to-month,20.7,0.0817,Low
3530-CRZSB,Female,No,No,No,7,Month-to-month,20.65,0.0817,Low
2054-PJOCK,Female,No,No,No,60,One year,80.55,0.0816,Low
2911-IJORQ,Male,No,No,No,37,One year,90.6,0.0815,Low
4808-YNLEU,Female,No,Yes,No,35,One year,62.15,0.0814,Low
1702-CCFNJ,Male,No,Yes,No,52,Month-to-month,61.35,0.0813,Low
6171-ZTVYB,Male,No,Yes,No,43,Month-to-month,66.25,0.0811,Low
3417-TSCIC,Male,No,No,No,29,One year,24.85,0.0811,Low
2546-KZAAT,Male,No,Yes,No,52,One year,75.4,0.0811,Low
7576-JMYWV,Female,Yes,Yes,Yes,46,Month-to-month,110.2,0.081,Low
3915-ODIYG,Male,Yes,No,No,60,One year,71.75,0.0809,Low
3733-UOCWF,Male,Yes,Yes,No,61,One year,85.55,0.0808,Low
3655-SNQYZ,Female,No,Yes,No,69,Two year,113.25,0.0808,Low
6568-POCUI,Female,No,Yes,No,45,Two year,95.2,0.0807,Low
8822-KNBHV,Female,No,No,No,48,One year,83.45,0.0806,Low
5447-WZAFP,Female,No,No,No,53,One year,100.3,0.0806,Low
4023-RTIQM,Female,Yes,Yes,No,31,One year,50.4,0.0806,Low
3701-SFMUH,Male,No,Yes,Yes,7,Month-to-month,69.7,0.0803,Low
1410-RSCMR,Male,No,Yes,Yes,7,Month-to-month,71.35,0.0803,Low
3865-QBWSJ,Male,Yes,No,Yes,38,Month-to-month,80.45,0.0803,Low
0496-AHOOK,Male,No,Yes,No,24,One year,74.4,0.0802,Low
4430-YHXGG,Female,No,No,Yes,4,Month-to-month,25.45,0.0802,Low
6682-VCIXC,Female,No,Yes,No,43,One year,51.25,0.0801,Low
7269-JISCY,Female,No,No,No,55,One year,45.05,0.08,Low
7976-CICYS,Male,No,No,No,4,Month-to-month,20.7,0.0799,Low
8332-OSJDW,Male,No,Yes,No,12,One year,26.4,0.0798,Low
9229-RQABD,Male,No,No,No,18,One year,23.75,0.0797,Low
7521-YXVZY,Male,No,No,Yes,3,Month-to-month,19.95,0.0796,Low
9137-NOQKA,Male,Yes,No,No,2,Month-to-month,19.2,0.0795,Low
9199-PWQVC,Female,No,Yes,No,63,One year,79.7,0.0795,Low
2453-SAFNS,Female,Yes,No,No,54,One year,72.1,0.0792,Low
0206-TBWLC,Female,No,Yes,No,54,One year,114.65,0.079,Low
9921-EZKBY,Male,No,No,Yes,33,Month-to-month,95.3,0.0789,Low
9932-WBWIK,Male,No,No,No,11,Month-to-month,20.35,0.0788,Low
2371-JUNGC,Male,No,No,No,11,Month-to-month,20.25,0.0788,Low
7777-UNYHB,Female,No,Yes,Yes,12,Month-to-month,20.1,0.0788,Low
1336-EZFZY,Female,No,No,No,4,Month-to-month,20.05,0.0788,Low
4003-OCTMP,Female,No,Yes,No,31,One year,64.0,0.0787,Low
6718-BDGHG,Female,No,Yes,No,43,One year,64.85,0.0786,Low
3863-QSTYI,Male,No,No,No,59,Month-to-month,64.65,0.0785,Low
8498-XXGWA,Female,No,Yes,No,65,Month-to-month,55.15,0.0783,Low
4549-ZDQYY,Female,No,No,No,52,One year,57.95,0.0783,Low
6794-HKIAJ,Male,No,No,No,62,Month-to-month,90.7,0.0783,Low
5337-IIWKZ,Male,No,Yes,Yes,34,Month-to-month,44.85,0.0782,Low
3547-LQRIK,Female,No,Yes,No,47,One year,26.9,0.0782,Low
4694-PHWFW,Female,No,No,Yes,8,Month-to-month,19.95,0.0781,Low
6838-HVLXG,Female,No,No,No,12,Month-to-month,20.3,0.0781,Low
9955-QOPOY,Male,No,Yes,No,69,One year,60.8,0.0779,Low
6603-QWSPR,Female,No,No,No,46,Two year,104.4,0.0779,Low
6504-VBLFL,Male,No,Yes,No,55,Two year,58.6,0.0777,Low
9867-NNXLC,Female,No,No,No,22,Month-to-month,20.05,0.0775,Low
4616-EWBNJ,Female,No,No,No,16,One year,20.1,0.0773,Low
2368-GAKKQ,Female,No,No,No,70,Two year,113.65,0.0773,Low
4623-ZKHLY,Male,No,Yes,No,22,Month-to-month,20.45,0.0773,Low
0725-CXOTM,Female,No,No,No,36,One year,89.65,0.0772,Low
3115-JPJDD,Female,No,Yes,No,59,One year,81.25,0.0771,Low
7247-XOZPB,Male,No,Yes,No,53,One year,77.4,0.077,Low
9904-EHEVJ,Female,Yes,Yes,Yes,32,Month-to-month,91.35,0.077,Low
6784-XYJAE,Female,No,No,No,36,One year,55.8,0.077,Low
5245-VDBUR,Female,No,Yes,No,52,One year,35.45,0.0769,Low
3186-AJIEK,Male,No,No,No,66,Two year,105.65,0.0768,Low
0564-MUUQK,Female,No,Yes,Yes,20,Month-to-month,95.5,0.0767,Low
8404-VLQFB,Female,No,Yes,Yes,15,Month-to-month,25.25,0.0767,Low
6231-WFGFH,Male,No,Yes,Yes,4,Month-to-month,20.5,0.0766,Low
7997-EASSD,Female,No,Yes,No,63,One year,81.2,0.0766,Low
7746-QYVCO,Male,No,Yes,No,16,One year,55.85,0.0763,Low
2739-CCZMB,Male,No,No,Yes,5,Month-to-month,20.35,0.0761,Low
7140-ADSMJ,Male,No,No,No,8,Month-to-month,20.45,0.0761,Low
8869-LIHMK,Female,No,No,No,64,Two year,115.1,0.076,Low
1057-FOGLZ,Female,No,No,No,18,Month-to-month,19.65,0.0759,Low
9967-ATRFS,Female,No,No,No,19,Month-to-month,19.9,0.0759,Low
2890-WFBHU,Female,No,No,No,59,One year,79.85,0.0759,Low
1045-LTCYT,Female,No,Yes,Yes,8,Month-to-month,21.05,0.0758,Low
1543-LLLFT,Male,Yes,Yes,No,61,One year,98.3,0.0754,Low
2277-BKJKN,Female,Yes,Yes,No,71,Two year,99.2,0.0754,Low
9362-MWODR,Female,No,No,Yes,40,Month-to-month,64.1,0.0753,Low
2717-HVIZY,Female,No,No,Yes,8,Month-to-month,20.05,0.0753,Low
8815-LMFLX,Male,No,Yes,Yes,25,Month-to-month,25.4,0.0752,Low
7892-QVYKW,Female,No,Yes,Yes,23,Month-to-month,85.6,0.0751,Low
2324-EFHVG,Male,No,No,No,64,Two year,104.4,0.075,Low
4486-EFAEB,Male,No,No,No,13,Month-to-month,20.4,0.0748,Low
1095-WGNGG,Female,No,Yes,No,61,Two year,101.05,0.0748,Low
0621-TSSMU,Male,No,Yes,No,56,One year,19.95,0.0747,Low
4903-CNOZC,Male,No,No,No,29,One year,70.9,0.0747,Low
7542-CYDDM,Male,No,No,No,18,Month-to-month,20.05,0.0746,Low
4091-TVOCN,Male,No,No,No,48,One year,78.75,0.0746,Low
2801-NISEI,Male,No,No,No,24,Month-to-month,54.95,0.0745,Low
3190-FZATL,Male,No,No,Yes,14,Month-to-month,19.95,0.0745,Low
0983-TATYJ,Female,No,Yes,No,33,One year,51.45,0.0743,Low
3896-RCYYE,Female,No,No,No,67,Month-to-month,53.4,0.0742,Low
4881-GQJTW,Male,No,No,No,14,Month-to-month,19.6,0.0741,Low
9554-DFKIC,Male,No,Yes,Yes,30,Month-to-month,54.45,0.074,Low
3623-FQBOX,Male,No,No,No,21,Month-to-month,19.95,0.074,Low
3086-RUCRN,Female,No,No,No,66,Month-to-month,103.1,0.0739,Low
6490-FGZAT,Male,No,No,No,6,Month-to-month,20.65,0.0739,Low
0953-LGOVU,Male,No,Yes,Yes,12,Month-to-month,35.5,0.0739,Low
7994-XIRTR,Male,Yes,No,No,54,One year,65.25,0.0738,Low
9052-VKDUW,Female,Yes,Yes,No,65,Month-to-month,109.4,0.0738,Low
9391-TTOYH,Female,No,No,No,23,Month-to-month,19.5,0.0738,Low
3339-EAQNV,Male,Yes,Yes,No,72,One year,97.25,0.0737,Low
7244-QWYHG,Male,No,Yes,No,50,One year,44.45,0.0737,Low
4134-BSXLX,Male,No,Yes,No,28,Month-to-month,60.9,0.0737,Low
3585-YNADK,Female,No,Yes,No,57,One year,74.6,0.0734,Low
8152-VETUR,Female,No,Yes,No,72,Two year,97.7,0.0733,Low
5193-QLVZB,Male,No,No,No,63,Two year,104.75,0.0733,Low
1952-DVVSW,Female,No,Yes,No,10,One year,20.1,0.0731,Low
9367-OIUXP,Male,No,No,No,4,Month-to-month,20.7,0.0731,Low
8467-WYNSR,Male,No,No,No,22,Month-to-month,55.1,0.0731,Low
6478-HRRCZ,Male,No,Yes,No,32,One year,70.5,0.073,Low
4198-VFOEA,Female,No,No,No,12,One year,33.6,0.073,Low
8201-AAXCB,Male,No,Yes,Yes,25,Month-to-month,60.35,0.0723,Low
6252-DFGTK,Female,No,Yes,No,37,One year,68.1,0.0721,Low
7184-LRUUR,Female,No,No,No,22,One year,65.25,0.0718,Low
8034-RYTVV,Female,No,No,No,55,One year,84.25,0.0718,Low
7623-HKYRK,Male,No,No,Yes,6,Month-to-month,19.7,0.0717,Low
9575-IWCAZ,Male,No,Yes,No,6,One year,25.1,0.0716,Low
6900-RBKER,Male,No,No,No,52,Two year,89.45,0.0716,Low
3401-URHDA,Male,No,No,No,51,One year,59.9,0.0714,Low
6778-JFCMK,Male,No,No,No,24,One year,50.6,0.0714,Low
8738-JOKAR,Female,No,No,No,42,One year,67.7,0.0712,Low
7629-WFGLW,Female,Yes,Yes,No,56,One year,95.65,0.0712,Low
7879-CGSFV,Male,No,No,No,55,One year,100.9,0.0712,Low
3545-CNWRG,Female,No,Yes,Yes,49,Month-to-month,98.35,0.0712,Low
4063-EIKNQ,Male,No,Yes,Yes,11,Month-to-month,20.95,0.0711,Low
9867-JCZSP,Female,No,Yes,No,17,One year,20.75,0.0711,Low
4973-RLZVI,Female,No,No,No,30,One year,74.65,0.0711,Low
3378-AJRAO,Male,No,Yes,No,44,One year,24.85,0.0708,Low
6211-WWLTF,Male,No,Yes,No,63,Two year,99.7,0.0708,Low
4369-NYSCF,Male,No,No,No,56,One year,75.75,0.0708,Low
7874-ECPQJ,Female,No,No,Yes,4,Month-to-month,20.05,0.0707,Low
8075-GXIUB,Male,Yes,Yes,No,9,One year,19.85,0.0707,Low
1984-GPTEH,Female,No,No,No,29,Month-to-month,25.15,0.0705,Low
2085-JVGAD,Male,No,Yes,No,37,Month-to-month,20.35,0.0705,Low
6156-UZDLF,Female,No,No,No,26,One year,87.15,0.0704,Low
2233-FAGXV,Female,No,Yes,Yes,5,Month-to-month,24.3,0.0703,Low
3174-AKMAS,Female,No,Yes,No,46,Two year,64.2,0.0703,Low
0565-JUPYD,Male,No,No,No,63,One year,104.5,0.0702,Low
5693-PIPCS,Male,No,No,No,41,Two year,99.65,0.0702,Low
2882-WDTBA,Male,No,Yes,No,69,Two year,75.75,0.07,Low
2428-HYUNX,Male,Yes,Yes,No,44,Two year,19.35,0.0699,Low
9209-NWPGU,Male,No,No,No,44,One year,65.4,0.0699,Low
9880-TDQAC,Female,No,Yes,No,72,Two year,60.0,0.0698,Low
1154-HYWWO,Male,No,No,No,38,One year,70.6,0.0694,Low
7868-TMWMZ,Female,Yes,Yes,No,60,Two year,110.0,0.0693,Low
1866-NXPSP,Female,No,No,No,36,One year,75.55,0.0693,Low
5815-HGGHV,Male,No,Yes,No,20,One year,64.15,0.0692,Low
4445-KWOKW,Female,No,No,No,42,One year,60.15,0.0692,Low
4598-ZADCK,Female,No,No,No,53,One year,53.6,0.0691,Low
5934-TSSAU,Female,No,Yes,Yes,23,Month-to-month,75.3,0.0691,Low
7566-DSRLQ,Female,No,Yes,No,72,Two year,110.15,0.069,Low
7706-DZNKK,Male,No,No,No,11,Month-to-month,20.45,0.0689,Low
8098-TDCBU,Female,No,Yes,No,42,Two year,25.25,0.0688,Low
8668-KNZTI,Male,No,No,No,52,One year,53.75,0.0688,Low
0396-UKGAI,Male,No,No,Yes,23,Month-to-month,55.3,0.0688,Low
1345-GKDZZ,Male,No,No,Yes,6,Month-to-month,19.55,0.0686,Low
0076-LVEPS,Male,No,No,Yes,29,Month-to-month,45.0,0.0686,Low
1552-TKMXS,Female,No,Yes,No,42,Month-to-month,20.35,0.0686,Low
8847-GEOOQ,Male,No,Yes,No,60,Month-to-month,60.2,0.0685,Low
3410-YOQBQ,Female,No,No,No,31,Two year,79.2,0.0682,Low
1850-AKQEP,Male,No,No,Yes,8,Month-to-month,20.35,0.0682,Low
2578-JQPHZ,Male,No,No,No,44,Two year,100.1,0.0681,Low
6933-FHBZC,Female,No,No,No,26,One year,56.05,0.0681,Low
0373-AIVNJ,Male,No,No,No,9,One year,39.55,0.068,Low
2907-ILJBN,Female,No,Yes,No,11,One year,20.6,0.0678,Low
3059-NGMXB,Male,No,Yes,Yes,14,Month-to-month,69.2,0.0677,Low
5386-THSLQ,Female,Yes,Yes,No,66,One year,45.55,0.0677,Low
0621-JFHOL,Female,No,No,No,10,Two year,29.6,0.0677,Low
2040-LDIWQ,Male,No,Yes,No,65,Two year,84.2,0.0675,Low
6869-FGJJC,Male,No,No,No,68,One year,79.6,0.0675,Low
3077-RSNTJ,Female,No,Yes,Yes,6,Month-to-month,19.7,0.0675,Low
9489-DEDVP,Female,No,Yes,No,70,Two year,69.2,0.0674,Low
3181-VTHOE,Male,No,Yes,No,70,One year,51.05,0.0674,Low
8378-LKJAF,Male,No,Yes,Yes,38,Month-to-month,101.15,0.0674,Low
5327-XOKKY,Male,Yes,Yes,No,72,Two year,73.45,0.0674,Low
6476-YHMGA,Female,No,Yes,Yes,15,Month-to-month,76.5,0.0673,Low
2240-HSJQD,Male,No,No,Yes,38,Month-to-month,81.85,0.0671,Low
5777-KJIRB,Female,No,No,No,40,One year,50.25,0.0671,Low
3887-PBQAO,Female,No,Yes,No,45,One year,25.9,0.0669,Low
4890-VMUAV,Male,No,No,No,63,One year,71.5,0.0667,Low
5961-VUSRV,Female,No,No,No,12,One year,19.35,0.0665,Low
0357-NVCRI,Female,No,No,Yes,25,Month-to-month,20.05,0.0665,Low
0484-JPBRU,Male,No,No,No,41,Month-to-month,25.25,0.0664,Low
5092-STPKP,Female,No,No,No,24,Month-to-month,56.35,0.0663,Low
2753-JMMCV,Male,No,No,No,65,Two year,74.2,0.0663,Low
2636-SJDOU,Male,No,No,No,64,One year,84.3,0.0662,Low
1360-RCYRT,Male,No,Yes,Yes,23,Month-to-month,30.35,0.0661,Low
6408-OTUBZ,Female,No,No,No,66,One year,104.55,0.0661,Low
7089-RKVSZ,Male,No,Yes,No,8,One year,24.4,0.066,Low
3039-MJSLN,Male,No,No,Yes,3,Month-to-month,20.2,0.066,Low
4584-LBNMK,Male,Yes,Yes,No,45,One year,24.7,0.0659,Low
3209-ZPKFI,Male,No,Yes,Yes,47,Month-to-month,54.25,0.0659,Low
3605-JISKB,Male,Yes,Yes,No,55,One year,60.0,0.0657,Low
4049-ZPALD,Female,No,Yes,No,64,Two year,99.0,0.0657,Low
8958-JPTRR,Female,No,Yes,No,56,One year,24.3,0.0657,Low
5829-NVSQN,Female,No,Yes,No,23,One year,68.75,0.0657,Low
9000-PLFUZ,Female,Yes,Yes,No,60,Two year,49.45,0.0656,Low
2817-LVCPP,Female,No,No,No,50,Two year,19.4,0.0655,Low
3131-NWVFJ,Female,No,Yes,No,14,One year,19.55,0.0654,Low
3259-QMXUN,Male,No,Yes,No,58,Two year,86.1,0.0653,Low
6701-DHKWQ,Female,No,Yes,No,61,Two year,51.35,0.0652,Low
3920-HIHMQ,Female,No,No,Yes,26,Month-to-month,49.5,0.0652,Low
3354-OADJP,Female,No,No,No,8,One year,54.25,0.0652,Low
7047-YXDMZ,Male,No,No,No,21,Month-to-month,20.0,0.0651,Low
4719-UMSIY,Male,No,No,Yes,6,Month-to-month,19.65,0.0651,Low
7110-BDTWG,Female,No,Yes,No,71,Two year,47.05,0.0651,Low
1474-JUWSM,Female,No,Yes,No,58,One year,68.4,0.0651,Low
9845-PEEKO,Female,Yes,No,No,59,Two year,79.2,0.0651,Low
6620-HVDUJ,Male,No,No,No,24,Month-to-month,60.45,0.065,Low
4654-GGUII,Female,No,No,No,18,One year,40.2,0.0649,Low
9618-LFJRU,Female,No,No,No,4,Month-to-month,20.45,0.0648,Low
2580-ASVVY,Female,No,Yes,No,37,Two year,45.4,0.0648,Low
4403-BWPAY,Male,No,No,No,14,One year,24.8,0.0648,Low
2522-WLNSF,Female,Yes,Yes,No,34,One year,64.2,0.0648,Low
4163-NCJAK,Female,No,Yes,No,46,One year,24.45,0.0647,Low
3043-SUDUA,Female,No,No,No,32,Month-to-month,19.9,0.0646,Low
4622-YNKIJ,Male,No,No,No,33,Two year,88.95,0.0645,Low
8387-UGUSU,Female,No,Yes,Yes,15,Month-to-month,20.05,0.0645,Low
6516-NKQBO,Male,No,Yes,No,38,Two year,81.0,0.0644,Low
5256-SKJGO,Female,No,Yes,No,64,Two year,54.6,0.0642,Low
8007-YYPWD,Female,No,No,No,15,Two year,25.05,0.0641,Low
1110-KYLGQ,Female,No,No,No,63,Month-to-month,108.25,0.0639,Low
8999-XXGNS,Female,Yes,Yes,No,72,One year,105.75,0.0638,Low
6194-HBGQN,Male,No,No,No,51,One year,81.15,0.0637,Low
2077-DDHJK,Female,No,Yes,No,68,Two year,70.9,0.0636,Low
6838-YAUVY,Female,No,No,No,54,Two year,95.1,0.0635,Low
2925-MXLSX,Female,No,No,No,30,One year,68.95,0.0634,Low
3082-WQRVY,Male,Yes,Yes,No,14,One year,19.65,0.0633,Low
5032-USPKF,Female,No,No,No,38,One year,84.1,0.0632,Low
9143-CANJF,Female,No,Yes,Yes,24,Month-to-month,55.15,0.0632,Low
9788-HNGUT,Male,No,Yes,No,72,Two year,116.95,0.0632,Low
4043-MKDTV,Male,No,Yes,No,71,Two year,105.25,0.0631,Low
7833-PKIHD,Male,No,Yes,No,51,One year,76.4,0.063,Low
4418-LZMSV,Male,No,Yes,Yes,13,Month-to-month,61.8,0.0629,Low
3935-TBRZZ,Male,No,Yes,No,44,One year,25.7,0.0627,Low
5343-SGUBI,Female,No,No,No,52,One year,80.2,0.0627,Low
7801-CEDNV,Male,No,Yes,No,27,One year,48.7,0.0626,Low
4389-UEFCZ,Female,No,Yes,No,72,Two year,105.5,0.0626,Low
6353-BRMMA,Female,No,Yes,Yes,54,Month-to-month,104.1,0.0623,Low
5512-IDZEI,Male,No,Yes,No,46,One year,24.9,0.0623,Low
2834-JKOOW,Female,No,No,No,15,One year,45.9,0.0621,Low
2680-XKKNJ,Female,No,No,No,8,One year,58.2,0.0621,Low
4712-UYOOI,Female,No,Yes,Yes,20,Month-to-month,20.0,0.0621,Low
9513-DXHDA,Male,No,No,No,27,One year,81.7,0.062,Low
7284-ZZLOH,Male,No,Yes,No,45,Two year,53.3,0.0619,Low
3739-YBWAB,Male,No,Yes,No,36,One year,35.35,0.0618,Low
0594-UFTUL,Male,No,Yes,Yes,13,Month-to-month,19.85,0.0618,Low
7820-ZYGNY,Male,No,No,No,63,One year,90.45,0.0617,Low
9150-HEPMB,Male,No,No,No,56,One year,52.7,0.0615,Low
9929-PLVPA,Female,No,No,Yes,4,Month-to-month,20.4,0.0615,Low
9146-JRIOX,Female,No,Yes,Yes,14,Month-to-month,25.55,0.0614,Low
1568-BEKZM,Male,Yes,Yes,No,70,Two year,90.05,0.0614,Low
7989-AWGEH,Male,No,Yes,Yes,49,Month-to-month,39.2,0.0613,Low
6286-ZHAOK,Female,No,Yes,Yes,20,Month-to-month,25.55,0.0612,Low
0083-PIVIK,Male,No,No,No,64,One year,81.25,0.061,Low
9170-ARBTB,Female,No,Yes,No,52,One year,19.6,0.0609,Low
5049-MUBWG,Male,No,No,No,26,One year,75.0,0.0609,Low
1866-ZSLJM,Male,No,No,No,21,Month-to-month,20.5,0.0609,Low
9670-BPNXF,Female,No,No,No,45,One year,62.55,0.0609,Low
0396-HUJBP,Female,No,No,No,2,Month-to-month,19.3,0.0609,Low
0930-EHUZA,Female,No,No,No,36,One year,76.35,0.0608,Low
7570-WELNY,Female,No,Yes,No,68,Two year,84.7,0.0608,Low
2985-JUUBZ,Male,No,Yes,Yes,40,Month-to-month,74.55,0.0607,Low
0230-UBYPQ,Male,Yes,Yes,No,63,One year,36.1,0.0607,Low
0023-UYUPN,Female,Yes,Yes,No,50,One year,25.2,0.0606,Low
8752-IMQOS,Male,No,Yes,No,5,One year,20.1,0.0606,Low
9127-QRZMH,Male,No,Yes,No,44,One year,59.85,0.0605,Low
8033-ATFAS,Female,No,Yes,Yes,39,Month-to-month,59.85,0.0605,Low
4801-KFYKL,Male,No,No,Yes,8,Month-to-month,19.45,0.0604,Low
5791-KAJFD,Female,No,Yes,No,56,One year,68.75,0.0604,Low
8800-ZKRFW,Female,No,Yes,Yes,30,Month-to-month,107.5,0.0604,Low
3823-KYNQY,Male,No,No,No,12,One year,24.95,0.0603,Low
9102-OXKFY,Male,No,No,No,59,Two year,54.15,0.0603,Low
1216-JWVUX,Male,No,Yes,Yes,25,Month-to-month,75.5,0.0603,Low
2434-EEVDB,Female,No,Yes,No,64,Two year,94.6,0.0603,Low
0285-INHLN,Male,No,Yes,Yes,27,Month-to-month,54.75,0.0603,Low
5504-WSIUR,Female,No,No,No,70,One year,90.25,0.06,Low
1206-EHBDD,Female,No,Yes,No,56,Two year,80.3,0.06,Low
8097-VBQTZ,Male,No,No,No,54,Month-to-month,69.9,0.06,Low
3572-UOLYZ,Female,No,No,Yes,46,Month-to-month,84.8,0.0599,Low
0980-PVMRC,Female,No,Yes,Yes,40,Month-to-month,50.85,0.0598,Low
